iter	Logloss
400	0.139870765
401	0.1398066766
402	0.139761785
403	0.1397006576
404	0.1396020131
405	0.139554498
406	0.1394481301
407	0.1394082505
408	0.1392992761
409	0.1392369843
410	0.1391808303
411	0.1391248023
412	0.1390703063
413	0.1389928406
414	0.1389219397
415	0.1388423005
416	0.1388319269
417	0.1387566027
418	0.1387199097
419	0.138689787
420	0.1386002529
421	0.1385249576
422	0.1384710624
423	0.1384179566
424	0.1383627755
425	0.1383189985
426	0.1382733807
427	0.1382350579
428	0.1381728747
429	0.1381250383
430	0.1380610888
431	0.1379551805
432	0.1378683993
433	0.1378247873
434	0.137796297
435	0.1376571562
436	0.1376063866
437	0.1375749389
438	0.1375374955
439	0.1374482799
440	0.1374160357
441	0.137347633
442	0.1372961375
443	0.1372564372
444	0.1372132449
445	0.1371841977
446	0.137120898
447	0.1370901805
448	0.136998423
449	0.136907924
450	0.136845383
451	0.1367440787
452	0.1366693576
453	0.1366229683
454	0.1366179681
455	0.1366050007
456	0.1365506803
457	0.1365311068
458	0.1364637028
459	0.1364206369
460	0.1363737915
461	0.1362952694
462	0.1361765821
463	0.1360425852
464	0.1359811038
465	0.1358922154
466	0.1357893703
467	0.1357419867
468	0.1356209831
469	0.1355472972
470	0.1354668651
471	0.1354477704
472	0.1354017452
473	0.1353054408
474	0.1352592504
475	0.1352008912
476	0.1351247929
477	0.1350485222
478	0.1349763051
479	0.1349438232
480	0.1348644355
481	0.1348316415
482	0.1347294276
483	0.1346688753
484	0.1346093473
485	0.134525523
486	0.1344511147
487	0.1344056637
488	0.1343352316
489	0.1342697206
490	0.134213353
491	0.1341232667
492	0.1340759673
493	0.1340420458
494	0.1339884091
495	0.1339517746
496	0.1338769218
497	0.1338453369
498	0.1337447881
499	0.13365901
500	0.1336156141
501	0.1335848253
502	0.1335173884
503	0.1334716478
504	0.1334411447
505	0.1333760167
506	0.1333388148
507	0.1332738255
508	0.1332058322
509	0.1331414003
510	0.1331028875
511	0.1330777235
512	0.1330192329
513	0.1329818236
514	0.1329104926
515	0.1328548032
516	0.1327998724
517	0.1327611383
518	0.1327219363
519	0.1327014592
520	0.1326682213
521	0.1325630791
522	0.1325332556
523	0.1324975204
524	0.1324279063
525	0.132373248
526	0.1322927346
527	0.132257133
528	0.1322484548
529	0.1322066031
530	0.1321334483
531	0.1320627526
532	0.1320115365
533	0.1318974553
534	0.1318566842
535	0.1318044646
536	0.1317311412
537	0.1316596166
538	0.1316130937
539	0.1315675156
540	0.1315030395
541	0.1314610212
542	0.1313942951
543	0.1313660396
544	0.1313422003
545	0.1312751023
546	0.1311847344
547	0.1311187255
548	0.1310754335
549	0.1310245031
550	0.1309468992
551	0.1308815078
552	0.1308301814
553	0.1307586974
554	0.1306853395
555	0.1306633921
556	0.1306030828
557	0.1305632182
558	0.130488796
559	0.1304410627
560	0.1303686344
561	0.1303048197
562	0.1302287702
563	0.1301811187
564	0.1301079057
565	0.1300670361
566	0.1299969307
567	0.1299205032
568	0.1298626899
569	0.1298275778
570	0.1297423522
571	0.1296970356
572	0.1296634938
573	0.1296252245
574	0.1295231208
575	0.1294658336
576	0.1293898593
577	0.1293220613
578	0.1292611887
579	0.1291901503
580	0.1291459488
581	0.1290958282
582	0.1290451096
583	0.1290203142
584	0.1290037107
585	0.1289620788
586	0.1289035015
587	0.1288082533
588	0.1287811195
589	0.1287096613
590	0.1286728643
591	0.128590068
592	0.1285507319
593	0.1284848507
594	0.128430309
595	0.1283711295
596	0.1283193119
597	0.1282769771
598	0.1282317275
599	0.1281893791
600	0.1281303493
601	0.1280608521
602	0.127988054
603	0.1279275721
604	0.1278724058
605	0.1278249122
606	0.1277853537
607	0.127732431
608	0.127685473
609	0.1276467051
610	0.1275842663
611	0.1275607058
612	0.1275121707
613	0.12745054
614	0.1274219638
615	0.1273945725
616	0.127317047
617	0.1272947564
618	0.1272582153
619	0.1271660134
620	0.1271337551
621	0.1270763718
622	0.127035945
623	0.1269704631
624	0.1269183609
625	0.1268856987
626	0.1268389548
627	0.1267909433
628	0.1267303344
629	0.1266969974
630	0.1266497218
631	0.1266201869
632	0.1265794268
633	0.1265148556
634	0.1264432058
635	0.1263885603
636	0.1263087796
637	0.1262737115
638	0.1262502926
639	0.126203767
640	0.1261300546
641	0.1260995391
642	0.1260551635
643	0.1260067936
644	0.125921196
645	0.1258957241
646	0.1258641175
647	0.1258297779
648	0.1257856601
649	0.1257558373
650	0.1257284953
651	0.1256955073
652	0.1256606103
653	0.125635484
654	0.1255813955
655	0.1255284186
656	0.1254720859
657	0.1254414385
658	0.125404161
659	0.1253772195
660	0.1253460283
661	0.1253196702
662	0.1252792071
663	0.1252142832
664	0.1251583156
665	0.125125587
666	0.1250868457
667	0.1250643698
668	0.1250377561
669	0.1249955931
670	0.1249497157
671	0.124913143
672	0.1248699206
673	0.1248338874
674	0.1248166394
675	0.1247822492
676	0.1247160233
677	0.1246691832
678	0.1246359348
679	0.1245975094
680	0.1245705967
681	0.1245372393
682	0.1244820626
683	0.1244242369
684	0.1243869362
685	0.1243231777
686	0.1242959204
687	0.1242707118
688	0.1242098068
689	0.1241630396
690	0.1241194184
691	0.1240645029
692	0.1240065384
693	0.1239878726
694	0.123943569
695	0.1238838131
696	0.1238209431
697	0.1237939747
698	0.1237682509
699	0.1237453042
700	0.1237018684
701	0.1236524621
702	0.1236011832
703	0.1235475203
704	0.1235295178
705	0.1234738192
706	0.1233936593
707	0.123342962
708	0.1232970194
709	0.1232544211
710	0.1231861855
711	0.1231487758
712	0.1230937798
713	0.1230555716
714	0.1230070624
715	0.122966673
716	0.1229284184
717	0.1228669162
718	0.1228216621
719	0.1227803431
720	0.1227357263
721	0.122694302
722	0.122660928
723	0.1226256741
724	0.122594045
725	0.1225577473
726	0.1225109838
727	0.1224465227
728	0.1224138018
729	0.1223920917
730	0.1223411022
731	0.1223167692
732	0.1222514951
733	0.12218679
734	0.1221497316
735	0.1221124357
736	0.1220574487
737	0.1220001119
738	0.1219440282
739	0.1218865375
740	0.1218565005
741	0.1217984435
742	0.1217808876
743	0.1217306743
744	0.1217001618
745	0.1216466569
746	0.1215986858
747	0.1215698156
748	0.1215335933
749	0.1215222552
750	0.1214847422
751	0.1214636787
752	0.1214191103
753	0.1213914054
754	0.1213196019
755	0.1212806047
756	0.1212495759
757	0.1212342283
758	0.1211831008
759	0.1211362041
760	0.1210909133
761	0.1210289348
762	0.1209898444
763	0.1209441399
764	0.1209019161
765	0.1208707043
766	0.1208341796
767	0.1207691762
768	0.120728144
769	0.1207111442
770	0.1206394407
771	0.1206067289
772	0.1205426329
773	0.1204992994
774	0.1204809818
775	0.1204170135
776	0.120349155
777	0.1203101985
778	0.1202706577
779	0.1202041413
780	0.1201511689
781	0.1200977469
782	0.1200700004
783	0.1200357152
784	0.1199939933
785	0.1199296529
786	0.1199087914
787	0.1198470755
788	0.1197836323
789	0.1197493982
790	0.1197254789
791	0.1196785602
792	0.1196309977
793	0.1196051938
794	0.1195846097
795	0.1195514889
796	0.1195292614
797	0.1194792422
798	0.1194200905
799	0.1193753169
800	0.1193423321
801	0.1192871631
802	0.1192436599
803	0.1191853676
804	0.1191473703
805	0.1191091949
806	0.1190844991
807	0.1190508931
808	0.1190206686
809	0.1189766397
810	0.1189504169
811	0.1188881873
812	0.118830606
813	0.118778862
814	0.1187196942
815	0.1186423716
816	0.1186031922
817	0.1185419853
818	0.1184904885
819	0.118433941
820	0.1184171455
821	0.1183796434
822	0.118326389
823	0.1182881788
824	0.1182585962
825	0.1182418504
826	0.1182154514
827	0.1181463228
828	0.1181146887
829	0.1180613205
830	0.1180296414
831	0.1179823151
832	0.1179419455
833	0.1179233277
834	0.1178804235
835	0.1178199781
836	0.1177808798
837	0.1177540932
838	0.1177224909
839	0.117671152
840	0.1176405577
841	0.117593092
842	0.1175412857
843	0.1174994415
844	0.1174315946
845	0.1173901657
846	0.1173240596
847	0.1172802646
848	0.1172402424
849	0.1172086607
850	0.1171566592
851	0.1171104321
852	0.1170795362
853	0.1170436075
854	0.1170183724
855	0.116943194
856	0.1169006715
857	0.116849052
858	0.1168033191
859	0.1167921544
860	0.1167429097
861	0.1167079063
862	0.1166662919
863	0.1166453561
864	0.1166106554
865	0.1165586698
866	0.116507794
867	0.1164476458
868	0.1164284499
869	0.1163921938
870	0.1163607497
871	0.1163236804
872	0.1162973433
873	0.1162486678
874	0.1162040232
875	0.1161627493
876	0.1161277445
877	0.1160761626
878	0.1160534028
879	0.1159872792
880	0.1159524101
881	0.115922674
882	0.1159081053
883	0.115856537
884	0.1158097091
885	0.1157483112
886	0.1157088361
887	0.1156492736
888	0.1156074505
889	0.1155623191
890	0.1155277239
891	0.1154703742
892	0.1154487071
893	0.115415171
894	0.1154075561
895	0.1153757123
896	0.1153316232
897	0.1152705195
898	0.1152458801
899	0.1151969553
900	0.1151682721
901	0.1151205422
902	0.1150753529
903	0.1150302975
904	0.1149767728
905	0.1149536882
906	0.1149015974
907	0.11484402
908	0.1148185791
909	0.114781413
910	0.1147484889
911	0.1147107806
912	0.1146666448
913	0.114625104
914	0.1145807284
915	0.1145253314
916	0.1144871964
917	0.1144729907
918	0.1144540231
919	0.1144062868
920	0.1143709359
921	0.1143390086
922	0.1143108319
923	0.1142735994
924	0.114227439
925	0.1141955738
926	0.1141495171
927	0.1140802965
928	0.1140579046
929	0.1140036333
930	0.1139640421
931	0.1139377393
932	0.113893945
933	0.1138535778
934	0.1138397647
935	0.1137849387
936	0.1137662646
937	0.1137443463
938	0.1137045562
939	0.1136686529
940	0.1136225679
941	0.1135966635
942	0.1135431106
943	0.1135292523
944	0.113469999
945	0.1134344189
946	0.1133986949
947	0.1133512008
948	0.1133437447
949	0.1132945174
950	0.1132362537
951	0.1132083098
952	0.1131682692
953	0.1131152241
954	0.1130849919
955	0.1130516574
956	0.1129997358
957	0.1129630958
958	0.1129292889
959	0.1129178339
960	0.1128862424
961	0.1128652466
962	0.1128270957
963	0.1128049097
964	0.1127664659
965	0.1127383638
966	0.1127040868
967	0.1126594119
968	0.1126317844
969	0.112580712
970	0.112563468
971	0.1125254805
972	0.1124892399
973	0.1124486322
974	0.112390348
975	0.112364806
976	0.1123363804
977	0.1122950512
978	0.1122638668
979	0.1122069408
980	0.1121708635
981	0.1121450987
982	0.1121281974
983	0.1120823341
984	0.1120526613
985	0.1120158304
986	0.1119699152
987	0.1119391646
988	0.1119003922
989	0.1118803144
990	0.111846907
991	0.1118048333
992	0.1117803329
993	0.1117513986
994	0.1117363205
995	0.1116924396
996	0.1116653303
997	0.1116329741
998	0.1116213654
999	0.1116145956
